path,ground_truth,pred,time
./data/raw/train-ws96-i/wav/25/2585B/sw2585B-ws96-i-0038.wav,H# AND NOT BEING CARED H# FOR H#,i'm not being cared for,1.0752487182617188
./data/raw/train-ws96-i/wav/25/2586A/sw2586A-ws96-i-0036.wav,H# RIGHT H# AND THEN YOU LET IT H# CARRY IT DOWNSTREAM H#,right and the let it carry it downstream,1.9654693603515625
./data/raw/train-ws96-i/wav/25/2586A/sw2586A-ws96-i-0061.wav,H# THEY SEEM TO HAVE BEEN HITTING REAL HEAVY ON IT H# IN FALL H#,they seem to have been haging real heavy on it and fall,2.4648211002349854
./data/raw/train-ws96-i/wav/25/2586B/sw2586B-ws96-i-0010.wav,H# GO AHEAD AND CLEAN IT UP H# AND THEN UH H#,go ahead and clean it up can din um,2.437680721282959
./data/raw/train-ws96-i/wav/25/2587B/sw2587B-ws96-i-0044.wav,H# WE'RE MORE INVOLVED IN THAT NOW AND I H# I H#,moreum,2.452183961868286
./data/raw/train-ws96-i/wav/25/2589B/sw2589B-ws96-i-0038.wav,H# EVEN THEN THEY'RE SKIMMING OVER H#,even then the skimming over,1.6824655532836914
./data/raw/train-ws96-i/wav/25/2589B/sw2589B-ws96-i-0062.wav,H# HAVE H# HAVE THEM PICK UP AROUND THE SCHOOL YARD HAVE THEM H#,ha haveeng pick up around the school yourd d have hem,2.2984912395477295
./data/raw/train-ws96-i/wav/25/2593B/sw2593B-ws96-i-0047.wav,H# WHAT H# IS H# IT'S H# LIKE THERE BUT HERE A LOT OF H#,what is it's like there but here a lot of,2.570197105407715
./data/raw/train-ws96-i/wav/25/2594B/sw2594B-ws96-i-0067.wav,H# I KNOW_! H# H#,i know,0.6260890960693359
./data/raw/train-ws96-i/wav/25/2598A/sw2598A-ws96-i-0073.wav,H# IT WAS GOOD BUT I MEAN HE WAS H#,it was good but i mean he was,1.5945913791656494
./data/raw/train-ws96-i/wav/25/2598B/sw2598B-ws96-i-0087.wav,H# YEAH H# DID YOU SEE GOOD FELLAS H#,yeah did you see good fellows,1.4395115375518799
./data/raw/train-ws96-i/wav/26/2602A/sw2602A-ws96-i-0003.wav,H# OKAY H#,okay,0.7952854633331299
./data/raw/train-ws96-i/wav/26/2602B/sw2602B-ws96-i-0059.wav,H# SO FAR THEY HADN'T RUN INTO THE REAL PSYCHOS YET H#,so far they had run into the real sycho yhet,2.4745473861694336
./data/raw/train-ws96-i/wav/26/2602B/sw2602B-ws96-i-0102.wav,H# THE GOVERNMENTS WHICH H#,the government's which,1.3063642978668213
./data/raw/train-ws96-i/wav/26/2603A/sw2603A-ws96-i-0032.wav,H# YEAH H# YEAH H#,yeah yeah,1.0733182430267334
./data/raw/train-ws96-i/wav/26/2603B/sw2603B-ws96-i-0024.wav,H# OH IT'S JUST H# I DON'T KNOW IT'S A H# IT'S A H# TOTAL H# H#,oh it's just i don't know it's it's a total,2.2683680057525635
./data/raw/train-ws96-i/wav/26/2608B/sw2608B-ws96-i-0085.wav,H# OH I SEE H#,oh y se,1.0349669456481934
./data/raw/train-ws96-i/wav/26/2609A/sw2609A-ws96-i-0001.wav,H# WELL H# DO YOU THINK H#,well do you think uh,1.4899909496307373
./data/raw/train-ws96-i/wav/26/2609B/sw2609B-ws96-i-0062.wav,H# I THINK THEY'RE LOOKING AFTER THEIR OWN H#,i think they're looking after their own,2.002976417541504
./data/raw/train-ws96-i/wav/26/2610A/sw2610A-ws96-i-0068.wav,H# IT WAS ALL METRIC AND H#,it was all metric and,1.5212676525115967
./data/raw/train-ws96-i/wav/26/2610B/sw2610B-ws96-i-0039.wav,H# OR ONE POINT FIVE MILL H#,i one one five milk,1.2015109062194824
./data/raw/train-ws96-i/wav/26/2611A/sw2611A-ws96-i-0127.wav,H# AND IT HAD H#,and it had,0.9314191341400146
./data/raw/train-ws96-i/wav/26/2613A/sw2613A-ws96-i-0001.wav,H# SO WHAT DO YOU THINK ABOUT IT H#,so what do you think about it,0.8982162475585938
./data/raw/train-ws96-i/wav/26/2613A/sw2613A-ws96-i-0024.wav,H# AND IT WAS H# UNSEASONABLY WARM H#,and it was unseasonably warm,2.595141887664795
./data/raw/train-ws96-i/wav/26/2613A/sw2613A-ws96-i-0042.wav,H# I I I I DON'T UNDERSTAND WHERE THE PRIORITY IS H#,uh i don't understand where the priority is,2.529712200164795
./data/raw/train-ws96-i/wav/26/2614A/sw2614A-ws96-i-0117.wav,H# GOTTEN IT_! WITH THEIR H#, with their,1.1898202896118164
./data/raw/train-ws96-i/wav/26/2615A/sw2615A-ws96-i-0006.wav,H# YEAH I KNOW WHAT YOU MEAN H#,ynow now what you man,0.654951810836792
./data/raw/train-ws96-i/wav/26/2615A/sw2615A-ws96-i-0011.wav,H# AVERAGE GUYS H# CAN'T REALLY GO OUT IN THE H# IN THE GARAGE AND H# DO A WHOLE LOT OF REPAIRS H#,ever guys can't really go out and din the garage and do a whole lot of rebairs,3.9051995277404785
./data/raw/train-ws96-i/wav/26/2615B/sw2615B-ws96-i-0064.wav,H# BOUGHT A MITSUBISHI MIRAGE HERE[A] COUPLE YEARS AGO AND_? H# AND IT WAS H# NORMALLY CARBURETED H# AND IT'S FAIRLY EASY TO H# H#,but uf mithabashi marage here couple of years ago and ther was ah normally car rated and it's a farily easy to,5.891242504119873
./data/raw/train-ws96-i/wav/26/2615B/sw2615B-ws96-i-0100.wav,H# WINDING DOWN OR WHAT H#,winded down or what,1.1336257457733154
./data/raw/train-ws96-i/wav/26/2616B/sw2616B-ws96-i-0020.wav,H# THEY KICK EVERYBODY'S ASS H#,they cick everybody's oute,1.3475306034088135
./data/raw/train-ws96-i/wav/26/2616B/sw2616B-ws96-i-0086.wav,H# BUT H# IT'S JUST H# IT'S JUST THAT H#,but it's just it's just that uh,1.8922524452209473
./data/raw/train-ws96-i/wav/26/2621A/sw2621A-ws96-i-0142.wav,H# COURSE THEY PLAY THEIR H#,of course the quiter,1.1929285526275635
./data/raw/train-ws96-i/wav/26/2622A/sw2622A-ws96-i-0004.wav,H# INCOME TAX FOR THOSE WHO DON'T HAVE IT THAT IS I MEAN WE DON'T HAVE ONE YET BUT H#,en come tax for those who don't have it that is i mean we don't have one yet but,4.506762266159058
./data/raw/train-ws96-i/wav/26/2623A/sw2623A-ws96-i-0055.wav,H# GIVING US THINGS TO DO WITH THE CHILDREN H#,giving us things to do with the children,2.113610029220581
./data/raw/train-ws96-i/wav/26/2623A/sw2623A-ws96-i-0122.wav,H# UHHUH H#,uhhuh,0.4460761547088623
./data/raw/train-ws96-i/wav/26/2623B/sw2623B-ws96-i-0021.wav,H# REALLY WANTED TO H#,really wanted to,0.9942407608032227
./data/raw/train-ws96-i/wav/26/2623B/sw2623B-ws96-i-0067.wav,H# AND H# SO IT'S IT'S IT'S H#,and uh so it's it's it's,2.4390709400177
./data/raw/train-ws96-i/wav/26/2628A/sw2628A-ws96-i-0020.wav,H# YOU KNOW WHEN I HAD THEM AND WHEN THEY WERE SMALL H#,you know when i had them and when there was smale,2.029017686843872
./data/raw/train-ws96-i/wav/26/2631A/sw2631A-ws96-i-0096.wav,H# I'VE H# FOR YEARS JUST H# CAR H#,i' for years just car,1.8614966869354248
./data/raw/train-ws96-i/wav/26/2634B/sw2634B-ws96-i-0010.wav,H# AND ON TOP THAT SPENDING A H# GOOD PORTION OF MY H# EARLIER YEARS IN THE H# MILITARY AS A GREEN BERET I DEFINITELY RESPECT THE POWER OF WEAPONRY H#,n i'm top thas spending a good portion of my earlier years in theh military is  green brey i definitely respect the power of weaponry,7.235152959823608
./data/raw/train-ws96-i/wav/26/2634B/sw2634B-ws96-i-0087.wav,H# ACTUALLY IT'S NOT_#,actually its,0.9252328872680664
./data/raw/train-ws96-i/wav/26/2638A/sw2638A-ws96-i-0064.wav,H# I THINK THEY PROBABLY WILL YOU KNOW H# IF THEY H# I'M SURE IT'S A VERY EXPENSIVE PROGRAM TO ADMINISTER H#,i think the prob th wil you know if they i'm sure it's a very expensive program donadminister,3.6967997550964355
./data/raw/train-ws96-i/wav/26/2638B/sw2638B-ws96-i-0115.wav,H# COMPANY'S MORE PROFITABLE H#,emore profitable,1.071570634841919
./data/raw/train-ws96-i/wav/26/2638B/sw2638B-ws96-i-0120.wav,H# YEP ALL OVER H#,all over,0.7771246433258057
./data/raw/train-ws96-i/wav/26/2638B/sw2638B-ws96-i-0145.wav,H# I THINK ALL AROUND IT IT'S GOING TO HELP OUT A LOT_#,i think all around it it's goinna help own a lot,2.122791051864624
./data/raw/train-ws96-i/wav/26/2641A/sw2641A-ws96-i-0011.wav,H# I WONDER SOMETIMES H#,m i wonder sometime,1.6046664714813232
./data/raw/train-ws96-i/wav/26/2641B/sw2641B-ws96-i-0022.wav,H# AND I WOULD DO IT YOU KNOW H#,an woul do it you know,1.126523494720459
./data/raw/train-ws96-i/wav/26/2642A/sw2642A-ws96-i-0036.wav,H# PEOPLE DON'T SEE THAT EITHER H#, at either,1.1130712032318115
./data/raw/train-ws96-i/wav/26/2647A/sw2647A-ws96-i-0008.wav,h# UHHUH h#,mhum,0.4420332908630371
./data/raw/train-ws96-i/wav/26/2647B/sw2647B-ws96-i-0099.wav,h# YOU SET YOUR MIND ON h#,said your mind on,1.3434865474700928
./data/raw/train-ws96-i/wav/26/2650A/sw2650A-ws96-i-0177.wav,h# POOR BUDDY YOU KNOW h#,poor bonny ,1.1332149505615234
./data/raw/train-ws96-i/wav/26/2654A/sw2654A-ws96-i-0029.wav,h# THAT'S RIGHT YOU NEVER HEAR ABOUT h#,right you never hear about,1.1551008224487305
./data/raw/train-ws96-i/wav/26/2658B/sw2658B-ws96-i-0065.wav,h# JUST RETURNING THE COMPUTER h#,returning the computer,1.0758838653564453
./data/raw/train-ws96-i/wav/26/2658B/sw2658B-ws96-i-0071.wav,h# BUT THEY'LL JUST h# YOU KNOW h#,but dhey'll just you know,1.5336484909057617
./data/raw/train-ws96-i/wav/26/2658B/sw2658B-ws96-i-0121.wav,h# WE DON'T REALLY CARE ABOUT YOU h#,we don't really care about you i,1.0034403800964355
./data/raw/train-ws96-i/wav/26/2659A/sw2659A-ws96-i-0075.wav,h# RIGHT h# RIGHT h#,right right,0.9653880596160889
./data/raw/train-ws96-i/wav/26/2661B/sw2661B-ws96-i-0034.wav,h# FAKE OR PUT ON EITHER h#,sacer put on either,1.3960261344909668
./data/raw/train-ws96-i/wav/26/2661B/sw2661B-ws96-i-0152.wav,h# WE PRETTY RELIABLY LIKE TO GO TO ON h# SOME SUNDAY MORNINGS h#,wee pretty velably liked to go to on some sunday mornings,3.3024775981903076
./data/raw/train-ws96-i/wav/26/2661B/sw2661B-ws96-i-0158.wav,h# AND DRIVE THROUGH WOODLAND PARK AND h#,and draftor wiodlin park and,1.9241774082183838
./data/raw/train-ws96-i/wav/26/2662B/sw2662B-ws96-i-0044.wav,h# AND and THEY HAVE TO h#,and and they have to,1.3416075706481934
./data/raw/train-ws96-i/wav/26/2663A/sw2663A-ws96-i-0068.wav,h# AND h#,and,0.5617556571960449
./data/raw/train-ws96-i/wav/26/2663B/sw2663B-ws96-i-0067.wav,h# HEY WELL THANKS FOR THE CALL h#,hey well thanks for the coll,1.2148454189300537
./data/raw/train-ws96-i/wav/26/2669A/sw2669A-ws96-i-0056.wav,h# HAVE YOU EVER LIVED IN A COUNTRY WHERE THEY USE METRIC h#,uh ife you ever lived in a country where they use metric,2.5197718143463135
./data/raw/train-ws96-i/wav/26/2669A/sw2669A-ws96-i-0138.wav,h# IN KILOMETERS AND you h# YOU GOT TO KNOW WHERE YOU ARE h#,in clometers and you you got to now where you are,2.2124907970428467
./data/raw/train-ws96-i/wav/26/2671A/sw2671A-ws96-i-0145.wav,h# I DON'T KNOW IT'S IT'S HARD FOR ME TO h#,i don't know it's it's hard for me to,1.376868486404419
./data/raw/train-ws96-i/wav/26/2672A/sw2672A-ws96-i-0065.wav,h# yeah I NOTICED THAT ABOUT THINGS LIKE h#,yeah i know the sead about things like,1.703096866607666
./data/raw/train-ws96-i/wav/26/2675A/sw2675A-ws96-i-0021.wav,h# CASE h#,case,0.8859734535217285
./data/raw/train-ws96-i/wav/26/2675B/sw2675B-ws96-i-0006.wav,h# NOW MY PERSONAL OPINION h#,oh my personal opinion,1.433655023574829
./data/raw/train-ws96-i/wav/26/2678A/sw2678A-ws96-i-0068.wav,h# SO AS LONG as YOU'RE LISTENING h# SO h#,s longs you're listening,1.1196272373199463
./data/raw/train-ws96-i/wav/26/2679B/sw2679B-ws96-i-0088.wav,h# IT'S TRUE h# IT'S TRUE I AGREE WITH YOU h#,its true it's true i agree with you,1.6726806163787842
./data/raw/train-ws96-i/wav/26/2685A/sw2685A-ws96-i-0017.wav,h# EVERYTHING ELSE IS MUD h#,everything else is mud,1.3900947570800781
./data/raw/train-ws96-i/wav/26/2689B/sw2689B-ws96-i-0063.wav,h# FRUSTRATING h#,s prustrating,1.1012911796569824
./data/raw/train-ws96-i/wav/26/2690A/sw2690A-ws96-i-0008.wav,h# PEOPLE h#,people,0.8284335136413574
./data/raw/train-ws96-i/wav/26/2690A/sw2690A-ws96-i-0059.wav,h# THAT WAS A LOT h# OF FUN_#,that was i lot of fun,2.023576259613037
./data/raw/train-ws96-i/wav/26/2690B/sw2690B-ws96-i-0021.wav,h# I MEAN h#,i mean,0.7576136589050293
./data/raw/train-ws96-i/wav/26/2692A/sw2692A-ws96-i-0047.wav,h# INSPECTOR OR QUALITY INSURANCE GUY_#,inspector or quality surans,1.6705756187438965
./data/raw/train-ws96-i/wav/26/2692A/sw2692A-ws96-i-0098.wav,when I TAKE THOSE HOSES I CUT THEM OFF h#,when i take those hos i cut them off,1.5101306438446045
./data/raw/train-ws96-i/wav/26/2692A/sw2692A-ws96-i-0117.wav,h# HAVE A LITTLE CURIOSITY h#,little curosity,1.1728723049163818
./data/raw/train-ws96-i/wav/27/2703A/sw2703A-ws96-i-0026.wav,h# YEAH h#,yeah,0.47295665740966797
./data/raw/train-ws96-i/wav/27/2705A/sw2705A-ws96-i-0058.wav,h# YOU KNOW h#,you know,0.4456217288970947
./data/raw/train-ws96-i/wav/27/2708B/sw2708B-ws96-i-0009.wav,H# I HADN'T HEARD THAT h#,i adn't heard that,1.0552706718444824
./data/raw/train-ws96-i/wav/27/2708B/sw2708B-ws96-i-0046.wav,H# you KNOW JUST A TECHNICIAN h#,you know just a technician,1.383843183517456
./data/raw/train-ws96-i/wav/27/2709A/sw2709A-ws96-i-0026.wav,H# UMHUM h# UMHUM h#,umhm umhum,0.8369214534759521
./data/raw/train-ws96-i/wav/27/2709A/sw2709A-ws96-i-0056.wav,H# OH I SEE h#,oh i see,0.8705229759216309
./data/raw/train-ws96-i/wav/27/2709A/sw2709A-ws96-i-0069.wav,H# EXACTLY h# EXACTLY_# h#,exactly exactly,1.2276887893676758
./data/raw/train-ws96-i/wav/27/2709B/sw2709B-ws96-i-0037.wav,H# IF THERE'S EVEN A h#,if there's even a,1.1388378143310547
./data/raw/train-ws96-i/wav/27/2711A/sw2711A-ws96-i-0021.wav,H# OH IT'S NOT BAD AT ALL h#,oit's not bad at all,1.1471281051635742
./data/raw/train-ws96-i/wav/27/2711A/sw2711A-ws96-i-0052.wav,we_# WENT DURING THE DROUGHT h#,during the draft,0.8612382411956787
./data/raw/train-ws96-i/wav/27/2711A/sw2711A-ws96-i-0172.wav,H# AUSTIN IS NEAT h#,austin's mate,1.0764374732971191
./data/raw/train-ws96-i/wav/27/2711B/sw2711B-ws96-i-0078.wav,H# THAT'S REALLY INTERESTING h#,set's really interesting,1.2461133003234863
./data/raw/train-ws96-i/wav/27/2713A/sw2713A-ws96-i-0083.wav,H# FINANCIAL h#,financial,0.9987051486968994
./data/raw/train-ws96-i/wav/27/2715A/sw2715A-ws96-i-0077.wav,H# OR SOMETHING_# LIKE_# THAT h#,the something ,1.0524771213531494
./data/raw/train-ws96-i/wav/27/2717A/sw2717A-ws96-i-0011.wav,H# ENDLESS h# ENDLESS h# ENDLESS APPEALS h#,andless andless andless appeals,1.6048338413238525
./data/raw/train-ws96-i/wav/27/2717A/sw2717A-ws96-i-0064.wav,H# A JURY TRIAL HE WAS HE WAS ACTUALLY ON THE JURY h#,a jury trial he was it was actually on the jury,2.1183342933654785
./data/raw/train-ws96-i/wav/27/2717B/sw2717B-ws96-i-0048.wav,H# you KNOW WHY SHOULD WE h#,you know why should we,1.1534905433654785
./data/raw/train-ws96-i/wav/27/2719A/sw2719A-ws96-i-0045.wav,H# CLOSE TO METHODIST HOSPITAL h#,close to method is posspitl,1.5577976703643799
./data/raw/train-ws96-i/wav/27/2719B/sw2719B-ws96-i-0031.wav,H# AND SHE LASTED ABOUT TWO WEEKS AND HER ANKLES COULDN'T TAKE IT ANYMORE h#,and she laftd about two weeks and her ankles couldn't take it anymore,3.1151723861694336
./data/raw/train-ws96-i/wav/27/2719B/sw2719B-ws96-i-0041.wav,h# SURE h#,sure,0.4884939193725586
./data/raw/train-ws96-i/wav/27/2723B/sw2723B-ws96-i-0106.wav,H# ? I'M h# I'M HERE I'VE GOT JUST ELEVEN YEARS h#, an i'm uh i'm here i've got just aleven years,2.7195892333984375
./data/raw/train-ws96-i/wav/27/2726B/sw2726B-ws96-i-0048.wav,H# TO STICK A WALL BETWEEN TWO ROOMS h#,jus tick a wall between two rooms,1.6362287998199463
./data/raw/train-ws96-i/wav/27/2729A/sw2729A-ws96-i-0086.wav,H# GET THAT h#,tet the,0.8969471454620361
./data/raw/train-ws96-i/wav/27/2734A/sw2734A-ws96-i-0046.wav,H# YES h# BUT h#,yes but,1.2429335117340088
./data/raw/train-ws96-i/wav/27/2734B/sw2734B-ws96-i-0034.wav,H# THAT'S IT h#,that's it,0.637718677520752
./data/raw/train-ws96-i/wav/27/2734B/sw2734B-ws96-i-0044.wav,H# SITTING IN h# PRISON GETTING THEIR h# COLLEGE DEGREE h#,shouting in oh prison getting there comlege degree,2.576997995376587
./data/raw/train-ws96-i/wav/27/2734B/sw2734B-ws96-i-0046.wav,H# YES VERY TRUE I h# I AGREE WITH YOU THERE h#,yes very true i  i agree with you there,2.7213134765625
./data/raw/train-ws96-i/wav/27/2736A/sw2736A-ws96-i-0009.wav,H# AND SO I NEED TO MAKE SURE I'VE GOT ONE THAT I CAN FIT h#,and so i need to make sure i've got one that i can sit,2.751734733581543
./data/raw/train-ws96-i/wav/27/2739A/sw2739A-ws96-i-0052.wav,H# NOT WHAT h# THE h# THE NORM WOULD LIKE THEM TO DO h#,not what the the norm would like hem to do,2.499377727508545
./data/raw/train-ws96-i/wav/27/2739A/sw2739A-ws96-i-0097.wav,H# I WOULD IMAGINE THAT'S RIGHT h#,i woul imagine tha' right,1.2246155738830566
./data/raw/train-ws96-i/wav/27/2744B/sw2744B-ws96-i-0036.wav,h# THESE PEOPLE SOMEHOW h#,esepeople somehow,1.3006134033203125
./data/raw/train-ws96-i/wav/27/2744B/sw2744B-ws96-i-0057.wav,H# UNTIL_YOU LEAVE YOUR h#,nt you leave your,1.2120633125305176
./data/raw/train-ws96-i/wav/27/2744B/sw2744B-ws96-i-0087.wav,H# AND h# IT'S KIND OF THESE INTERVENTION h#,and uh it's kind of these intervention,1.9077115058898926
./data/raw/train-ws96-i/wav/27/2744B/sw2744B-ws96-i-0091.wav,H# BUT h#,but uh,0.8107116222381592
./data/raw/train-ws96-i/wav/27/2748A/sw2748A-ws96-i-0045.wav,H# I PAD THE PAINT ON h#,i pad the paintime,1.4742317199707031
./data/raw/train-ws96-i/wav/27/2749B/sw2749B-ws96-i-0001.wav,H# NOT AT ALL IN_? h# FACT I'M h#,hnot at all i'm fact i'm,1.797410488128662
./data/raw/train-ws96-i/wav/27/2751A/sw2751A-ws96-i-0077.wav,H# SO h#,so,0.8754661083221436
./data/raw/train-ws96-i/wav/27/2754A/sw2754A-ws96-i-0092.wav,H# i h# JUST I DON'T h# I DON'T KNOW I JUST h#,i stues i don't i don't know i just,1.6878349781036377
./data/raw/train-ws96-i/wav/27/2754B/sw2754B-ws96-i-0057.wav,H# I THINK SO h#,i think so,0.8933217525482178
./data/raw/train-ws96-i/wav/27/2754B/sw2754B-ws96-i-0113.wav,H# YOU CAN PLEA BARGAIN WHAT YOU'RE GUILTY OF BUT h#,you can plee warten what you'r guilty of but,2.0162479877471924
./data/raw/train-ws96-i/wav/27/2755A/sw2755A-ws96-i-0034.wav,H# BELIEFS h#,beleves,1.035095453262329
./data/raw/train-ws96-i/wav/27/2755B/sw2755B-ws96-i-0076.wav,H# true h#,through um,1.4600019454956055
./data/raw/train-ws96-i/wav/27/2756B/sw2756B-ws96-i-0009.wav,H# QUITE FREQUENTLY h#,quite frequently,0.8263022899627686
./data/raw/train-ws96-i/wav/27/2756B/sw2756B-ws96-i-0028.wav,h# WHAT CLUB DO YOU h# FOLLOW h#,what clubbed o you fol,1.781315803527832
./data/raw/train-ws96-i/wav/27/2756B/sw2756B-ws96-i-0083.wav,h# UHHUH h# SOUNDS GOOD_#,sounds good,0.9354956150054932
./data/raw/train-ws96-i/wav/27/2766A/sw2766A-ws96-i-0028.wav,h# WE HAVE SEVERAL TREATIES AND SEVERAL ALLIANCES h#,we have several treaties and several alliances,2.416447162628174
./data/raw/train-ws96-i/wav/27/2766A/sw2766A-ws96-i-0104.wav,h# A WELL PERCEIVED WAR h# WORLD WIDE h# h#,they well perceived rorl world wide,2.4139342308044434
./data/raw/train-ws96-i/wav/27/2766B/sw2766B-ws96-i-0018.wav,h# YEAH HE'S A h# A BAD PERSON h# VERY DEFINITELY h# h#,yeah he sa a bad person very definitely,2.1538197994232178
./data/raw/train-ws96-i/wav/27/2767A/sw2767A-ws96-i-0110.wav,h# KIDS OR h# KID I'M NOT SURE h# h#,kids or kid i'm not sure,1.4083466529846191
./data/raw/train-ws96-i/wav/27/2767A/sw2767A-ws96-i-0131.wav,h# OH NOW THAT h# THAT REALLY IS h# h#,doh now that that really is,1.609048843383789
./data/raw/train-ws96-i/wav/27/2768A/sw2768A-ws96-i-0002.wav,h# I GUESS DEFINITE VIEWS ABOUT h#,i guess definite mes about ,1.730381727218628
./data/raw/train-ws96-i/wav/27/2768A/sw2768A-ws96-i-0074.wav,h# THAT'S JUST THE END OF ME h# h#,bet just be ing to me,1.0851101875305176
./data/raw/train-ws96-i/wav/27/2770A/sw2770A-ws96-i-0022.wav,h# KIND OF TRAVELED h# h#,kind of travel around,1.2216541767120361
./data/raw/train-ws96-i/wav/27/2771A/sw2771A-ws96-i-0025.wav,h# YEAH h# AND IT'S IT'S ALREADY GOTTEN IN INTO BRAZIL A LITTLE BIT h# AND IT HAS TO DO WITH THE FACT THAT h# I MEAN IN THAT PART OF THE WORLD THEY JUST DUMP RAW SEWAGE RIGHT INTO THE RIVERS I MEAN_#,yeah and it's it's already gotten in into brazil a little bit and it passd to do with the fact that uh i mean in that part of the world they just don't bros suwage right an di the rivers s i,8.383715391159058
./data/raw/train-ws96-i/wav/27/2772B/sw2772B-ws96-i-0035.wav,h# LIKE h# THE NINETY DEGREE h# h#,like the ninety degree,1.1711819171905518
./data/raw/train-ws96-i/wav/27/2773B/sw2773B-ws96-i-0001.wav,h# WELL I h#,well i,0.756554126739502
./data/raw/train-ws96-i/wav/27/2773B/sw2773B-ws96-i-0099.wav,h# YEAH h#,yeah,0.6593406200408936
./data/raw/train-ws96-i/wav/27/2775A/sw2775A-ws96-i-0006.wav,h# WHAT AREA DO YOU LIVE IN h# h#,what area do you live in,1.26904296875
./data/raw/train-ws96-i/wav/27/2776A/sw2776A-ws96-i-0093.wav,h# WELL h# WHAT THEY TELL ME BUT I MEAN YOU KNOW h#,well what they tell me but i mean you know,1.7097253799438477
./data/raw/train-ws96-i/wav/27/2780A/sw2780A-ws96-i-0001.wav,H# YEAH H# I THINK H# THIS IS A TOUGH SUBJECT H# BECAUSE H#,yeah i think um the suste top object because uh,3.8920695781707764
./data/raw/train-ws96-i/wav/27/2780A/sw2780A-ws96-i-0002.wav,H# WHEN YOU COME FROM TWO H# DIFFERENT PARTS OF THE COUNTRY H#,when yo come from two thifferent parts of the country,2.476318359375
./data/raw/train-ws96-i/wav/27/2780A/sw2780A-ws96-i-0003.wav,H# THE POLITICAL VIEWS ARE REALLY DIFFERENT_#,uh the political views are really different,2.8089070320129395
./data/raw/train-ws96-i/wav/27/2780A/sw2780A-ws96-i-0004.wav,H# I H# I I GUESS I'VE HAD TO DISCUSS A NUMBER OF WHAT MIGHT BE CONSIDERED CONTROVERSIAL H#,i uh i  guess i'v had discuss a number of what my  considered controversial,4.246387958526611
./data/raw/train-ws96-i/wav/27/2780A/sw2780A-ws96-i-0005.wav,H# ISSUES H#,issue,0.7993247509002686
./data/raw/train-ws96-i/wav/27/2780A/sw2780A-ws96-i-0006.wav,H# I GUESS LIKE H# LIKE AND THOUGH NOTHING_#,i guess like like though nothing,2.0188708305358887
./data/raw/train-ws96-i/wav/27/2780A/sw2780A-ws96-i-0007.wav,H# I GUESS NOTHING H# IS AWFUL AS ABORTION BUT LIKE GUN CONTROL H# AND UH DAY CARE AND THINGS LIKE THAT H# AND THERE ARE SOME VERY DIFFERENT VIEWS UH OF THE PEOPLE CONNECTED WITH THE PROGRAM WHICH I THOUGHT WAS REALLY INTERESTING H# YOU KNOW H#,i guess nothing is is awful as abortionabilli gun control and uh they care and things like that and there are some very different views uh of the people connected with the program which i thought was really interestinguknw,13.020353555679321
./data/raw/train-ws96-i/wav/27/2780A/sw2780A-ws96-i-0008.wav,H# YEAH WELL BEING IN IN IN BALTIMORE H# SEE MARYLAND IS H# IS SORT [OF] H#,yeah well being it in in botimore se maryland is um is sort of ,4.059793472290039
./data/raw/train-ws96-i/wav/27/2780A/sw2780A-ws96-i-0010.wav,H# IS A HUB OF H#,the huble,0.5518436431884766
./data/raw/train-ws96-i/wav/27/2780A/sw2780A-ws96-i-0011.wav,H# LIBERALISM,ism,0.697472095489502
./data/raw/train-ws96-i/wav/27/2780A/sw2780A-ws96-i-0013.wav,H# COMPARED TO THE COUNTRY H# YOU KNOW VERY H#,pared to the country uh you know very um,2.4349701404571533
./data/raw/train-ws96-i/wav/27/2780A/sw2780A-ws96-i-0014.wav,H# AND H# IN MANY WAYS H# VERY LIBERAL VERY SIMILAR TO NEW ENGLAND H# THOUGH PENNSYLVANIA H# AND NEW YORK H# I ? H# AREN'T ACTUALLY AS LIBERAL MARYLAND IS A VERY LIBERAL H#,an in many ways uh very liberal very similar to new england though pennsylvania in new york uh i  aren't actually as littleol maryland is a very liberal uh,10.471731424331665
./data/raw/train-ws96-i/wav/27/2780A/sw2780A-ws96-i-0015.wav,H# STATE SO H# SO ? ? HERE WE HAVE H# WE HAVE GUN CONTROL LAWS WE PROBABLY_! HAVE SOME OF THE H# STRICTEST GUN CONTROLS LAWS IN THE NATION H# AND MOST PEOPLE IN MARYLAND VOTE FOR THAT H# YOU KNOW H#,its staten so so where here we have um we have done control laws we pobbly have some of the exstrict is gunn control laws and the nation and most people in maryland vote for that you know,9.766336441040039
./data/raw/train-ws96-i/wav/27/2780A/sw2780A-ws96-i-0016.wav,H# YOU KNOW H# SO IT REALLY IS A DIFFERENT H#,you know so it really is a different um,1.8325858116149902
./data/raw/train-ws96-i/wav/27/2780A/sw2780A-ws96-i-0017.wav,H# YEAH THAT'S THAT'S_! TRUE I TALK TO A I HAD TO TALK ABOUT GUN CONTROL WITH SOMEBODY H# AND I TALKED WITH A WOMAN WHO ACTUALLY H# YOU KNOW H#,yeah that's that's tue i talke to i had the tolk obout tan control ith somebody and i talked to wit the woman who actually you know,6.319467544555664
./data/raw/train-ws96-i/wav/27/2780A/sw2780A-ws96-i-0018.wav,H# YOU KNOW H# HAD JUST PURCHASED_! A GUN THAT_#,you know  to just purt lie gon that,2.141127347946167
